type,quality,fixed acidity,volatile acidity,citric acid,pH,sulphates,alcohol
white,5,7.3,0.51,0.26,3.01,0.52,8.8
white,7,6,0.24,0.27,3.64,0.54,10
white,6,5.9,0.62,0.28,3.44,0.44,12
white,7,6,0.24,0.27,3.64,0.54,10
white,6,6.7,0.27,0.12,3.21,0.42,10
white,6,7.8,0.34,0.35,3.11,0.41,12.1
white,6,7.3,0.26,0.36,3.16,0.59,11
white,6,7.4,0.36,0.33,3.21,0.33,11.2
white,7,7.8,0.28,0.32,3.17,0.39,10.3
white,6,6.1,0.31,0.26,3.37,0.47,10.4
white,5,6.8,0.18,0.37,3.08,0.45,9.1
white,6,7.4,0.15,0.42,3,0.6,10.4
white,6,5.9,0.13,0.28,3.43,0.64,10.8
white,5,7.2,0.34,0.34,3.19,0.4,11.7
white,5,7.9,0.19,0.26,3.05,0.74,9.8
white,5,7.9,0.19,0.26,3.05,0.74,9.8
white,6,6.9,0.25,0.4,3.03,0.39,11.4
white,6,5.8,0.36,0.32,3.03,0.38,11.2
white,5,5.6,0.35,0.37,3.37,0.34,11.4
white,6,5.9,0.32,0.39,3.09,0.45,9.2
white,4,7.2,0.31,0.46,3.04,0.53,12.5
white,6,6.1,0.28,0.22,3.36,0.44,12.6
white,6,5.2,0.36,0.02,3.44,0.35,12.2
white,6,5.6,0.19,0.47,3.56,0.45,11.2
white,6,6.4,0.1,0.35,3.43,0.79,9.7
white,5,6.4,0.18,0.48,3.06,0.4,9.3
white,6,7.4,0.25,0.36,3.01,0.48,9
white,6,7.4,0.25,0.36,3.01,0.48,9
white,6,7.4,0.25,0.36,3.01,0.48,9
white,5,7.9,0.345,0.51,3.09,0.51,9.1
white,5,7.9,0.345,0.51,3.09,0.51,9.1
white,6,7.4,0.25,0.36,3.01,0.48,9
white,5,6.1,0.24,0.3,3.31,0.54,10.4
white,6,6.8,0.25,0.24,3.37,0.67,9.5
white,4,6.7,0.31,0.31,3.46,0.55,11.4
white,5,7.2,0.46,0.65,3.16,0.42,8.7
white,6,5.5,0.35,0.35,3.34,0.68,9.9
white,6,6.7,0.24,0.41,3.22,0.62,9.9
white,6,6.8,0.28,0.17,3.21,0.51,9
white,6,6.4,0.16,0.22,3.49,0.58,10
white,6,6.3,0.26,0.24,3.49,0.64,9.7
white,6,7.7,0.22,0.42,3.3,0.49,11.8
white,7,6.5,0.18,0.31,3.49,0.5,10.2
white,5,7.2,0.46,0.65,3.16,0.42,8.7
white,7,7,0.3,0.51,3.07,0.52,9.6
white,7,9.2,0.25,0.34,2.93,0.37,11.3
white,7,7.8,0.28,0.34,3,0.38,12.1
white,7,7,0.3,0.51,3.07,0.52,9.6
white,7,7.8,0.28,0.34,3,0.38,12.1
white,7,9.2,0.25,0.34,2.93,0.37,11.3
white,5,8.4,0.35,0.71,2.98,0.65,9.4
white,6,6.1,0.41,0.24,3.32,0.5,10.4
white,5,5.9,0.21,0.24,3.25,0.39,9.5
white,6,7.2,0.34,0.44,3.01,0.76,12.3
white,7,6.7,0.21,0.42,3.12,0.74,9.9
white,5,5.9,0.37,0.1,3.24,0.48,10.1
white,6,7.7,0.34,0.27,3.09,0.63,9.2
white,7,7.4,0.3,0.22,3.08,0.77,10.4
white,5,6.8,0.51,0.3,3.2,0.42,9.1
white,6,7.8,0.22,0.38,3.12,0.47,10
white,6,7.2,0.35,0.34,3.13,0.39,11.5
white,5,6,0.26,0.5,3.08,0.61,9.8
white,6,6.1,0.26,0.51,3.08,0.6,9.8
white,6,6.5,0.28,0.27,3.19,0.69,9.4
white,5,7.4,0.41,0.66,3.05,0.46,8.7
white,7,6.5,0.28,0.29,3.32,0.41,11.6
white,5,6.7,0.34,0.54,3.04,0.56,8.8
white,7,7.2,0.2,0.34,3.16,0.39,12.7
white,7,7.4,0.2,0.33,3.17,0.44,11.7
white,6,8.2,0.22,0.3,3.13,0.5,10.2
white,6,8.2,0.23,0.29,3.13,0.5,10.2
white,7,7.1,0.22,0.33,3.15,0.38,12.7
white,7,6.5,0.28,0.29,3.32,0.41,11.6
white,7,6,0.38,0.26,3.38,0.38,12.3
white,5,7.4,0.41,0.66,3.05,0.46,8.7
white,5,5.7,0.18,0.22,3.35,0.39,9.4
white,6,7.3,0.3,0.22,3.13,0.35,10.1
white,6,7.4,0.24,0.22,2.86,0.36,9.7
white,7,6.6,0.25,0.3,3.42,0.51,10.1
white,6,7.4,0.24,0.22,2.86,0.36,9.7
white,6,7.4,0.26,0.3,3.13,0.48,8.9
white,7,6.1,0.32,0.25,3.47,0.5,10.8
white,7,6.9,0.28,0.27,3.42,0.49,10.8
white,6,7,0.23,0.33,3.19,0.58,9.5
white,5,7.1,0.31,0.5,2.94,0.44,9.1
white,6,7.3,0.2,0.37,3.32,0.49,10.9
white,5,6.9,0.41,0.33,3.2,0.52,9.4
white,5,6.4,0.45,0.07,2.97,0.28,10.8
white,5,6.4,0.475,0.06,2.97,0.29,10.8
white,7,6.3,0.27,0.38,3.45,0.5,10.5
white,5,6.9,0.41,0.33,3.2,0.52,9.4
white,6,7,0.29,0.37,3.17,0.44,10.8
white,8,5.9,0.27,0.29,3.35,0.48,10.5
white,7,6.9,0.19,0.4,3.08,0.68,11.5
white,6,6.7,0.3,0.35,3.11,0.54,9.4
white,6,7.2,0.24,0.4,2.88,0.38,10.8
white,5,6.4,0.45,0.07,2.97,0.28,10.8
white,5,6.4,0.475,0.06,2.97,0.29,10.8
white,6,6.3,0.26,0.49,2.99,0.61,9.8
white,6,6.3,0.26,0.49,2.99,0.61,9.8
white,5,7.3,0.25,0.29,3.43,0.38,9.6
white,5,7.3,0.25,0.29,3.43,0.38,9.6
white,5,6.1,0.28,0.25,3.34,0.48,9.5
white,6,7.4,0.37,0.35,3.48,0.69,10.7
white,8,6.5,0.36,0.28,3.25,0.65,12.4
white,6,7.4,0.24,0.4,3.09,0.39,11.1
white,5,7.5,0.23,0.68,2.99,0.38,8.8
white,5,7.5,0.21,0.68,3,0.36,8.7
white,5,7.5,0.21,0.68,3,0.36,8.7
white,5,7.5,0.23,0.68,2.99,0.38,8.8
white,7,7.8,0.32,0.33,3.21,0.65,11.7
white,6,7.8,0.26,0.27,3.23,0.5,10.9
white,6,7.7,0.24,0.27,3.23,0.5,10.8
white,6,7.4,0.19,0.3,3.12,0.5,9.6
white,5,6.5,0.46,0.41,3.18,0.58,9
white,5,6.5,0.26,0.43,2.85,0.5,9
white,6,5.3,0.32,0.12,3.36,0.6,10.4
white,5,7.2,0.24,0.34,3.23,0.51,11.4
white,5,6,0.36,0.06,3.26,0.55,9.3
white,8,6.2,0.24,0.29,3.33,0.46,11
white,4,7.6,0.56,0.12,3.32,0.45,9.1
white,6,7,0.32,0.24,3.23,0.62,9.4
white,6,7,0.32,0.24,3.23,0.62,9.4
white,6,5.8,0.31,0.33,3.18,0.6,10.5
white,5,7,0.23,0.42,3.22,0.42,8.8
white,5,7,0.23,0.42,3.22,0.42,8.8
white,6,6.9,0.24,0.33,3.26,0.64,10.7
white,5,6,0.29,0.2,3.33,0.42,9.5
white,6,6.1,0.17,0.28,3.43,0.49,10.9
white,6,5.9,0.14,0.25,3.49,0.51,10.8
white,7,6.2,0.17,0.28,3.41,0.46,10.8
white,5,7.4,0.28,0.25,3.1,0.62,9.2
white,5,5.6,0.35,0.14,3.3,0.71,10.3
white,5,5.8,0.335,0.14,3.3,0.71,10.3
white,7,5.6,0.235,0.29,3.34,0.5,11
white,4,6.1,0.28,0.25,3.25,0.43,9
white,6,6.3,0.21,0.33,3.36,0.5,10.4
white,5,6.4,0.24,0.28,3.31,0.45,9.5
white,5,6.4,0.24,0.29,3.31,0.45,9.5
white,5,6.3,0.26,0.25,3.24,0.41,9
white,4,6.5,0.33,0.72,3.09,0.57,9.5
white,6,7.4,0.105,0.34,3.16,0.37,9
white,5,6,0.32,0.12,3.16,0.72,10
white,7,7.1,0.26,0.34,3.07,0.53,9.1
white,7,7.1,0.26,0.34,3.07,0.53,9.1
white,7,7.1,0.26,0.34,3.07,0.53,9.1
white,7,7.1,0.26,0.34,3.07,0.53,9.1
white,6,5.9,0.24,0.26,3.34,0.45,9.5
white,7,6.5,0.21,0.37,3.33,0.75,11.4
white,6,7.7,0.27,0.35,3.11,0.42,12.2
white,6,9,0.27,0.35,3.04,0.4,11.3
white,5,7.3,0.34,0.21,3.25,0.44,10.2
white,5,6.6,0.27,0.25,3.24,0.4,11.3
white,4,6.8,0.29,0.16,3.15,0.47,10
white,5,7.1,0.28,0.26,3.15,0.38,9.4
white,7,6.8,0.25,0.34,3.37,0.5,12.2
white,4,7,0.57,0.1,3.4,0.47,9.2
white,5,7.1,0.28,0.26,3.15,0.38,9.4
white,6,7.1,0.17,0.38,3.35,0.52,9.6
white,5,7.8,0.28,0.22,3.28,0.48,9.5
white,6,6.8,0.22,0.37,3.35,0.72,12.5
white,6,7.1,0.17,0.38,3.35,0.52,9.6
white,6,6.1,0.14,0.25,3.35,0.46,10
white,5,6.4,0.24,0.5,3.18,0.57,9.3
white,6,7.8,0.42,0.26,3.14,0.55,9.3
white,6,6.6,0.28,0.36,3.29,0.57,11.6
white,8,7.1,0.32,0.34,3.38,0.5,12.5
white,6,6.7,0.31,0.3,3.36,0.63,10.6
white,5,6.4,0.32,0.5,3.08,0.6,9.4
white,6,6.1,0.28,0.25,3.19,0.4,9.1
white,6,5.9,0.29,0.25,3.23,0.41,9
white,7,5.8,0.32,0.38,3.42,0.42,11.8
white,7,5.8,0.32,0.38,3.42,0.42,11.8
white,7,5.7,0.32,0.38,3.42,0.42,11.8
white,5,6.7,0.28,0.14,3.17,0.39,10
white,5,6.8,0.34,0.69,3.06,0.47,9.7
white,6,5.9,0.25,0.25,3.24,0.44,9.5
white,5,6.4,0.27,0.32,3.12,0.48,9.4
white,5,8.1,0.46,0.31,3.03,0.42,11.2
white,5,6.2,0.36,0.26,3.25,0.46,9
white,7,6.8,0.22,0.35,3.3,0.53,10.7
white,4,6.8,0.67,0.3,3.08,0.67,9
white,6,7.2,0.28,0.3,3.14,0.5,9.1
white,7,6.7,0.17,0.37,3.26,0.6,10.8
white,4,6.9,0.2,0.34,3.31,0.6,10.1
white,6,6.1,0.36,0.16,3.17,0.62,9.9
white,5,6,0.36,0.16,3.17,0.62,9.8
white,5,5.9,0.37,0.14,3.17,0.63,9.8
white,6,7.6,0.29,0.58,3.16,0.66,9.5
white,5,6.3,0.34,0.28,3.23,0.46,9.5
white,6,6.7,0.19,0.34,3.23,0.57,11.1
white,5,7.5,0.31,0.51,3.06,0.6,9.5
white,5,7.5,0.31,0.51,3.06,0.6,9.5
white,5,7.4,0.31,0.48,3.06,0.59,9.4
white,5,8.4,0.4,0.7,3.06,0.64,9.7
white,7,5.9,0.34,0.22,3.41,0.78,13.9
white,4,6.6,0.38,0.18,3.22,0.45,10.1
white,6,6.4,0.33,0.28,3.12,0.42,10.5
white,6,5.6,0.25,0.26,3.42,0.5,12.6
white,5,8.6,0.27,0.46,2.89,0.34,10.9
white,5,6.2,0.31,0.21,3.15,0.6,10
white,6,7.2,0.18,0.45,3.13,0.62,11.2
white,6,7.7,0.2,0.44,3.11,0.48,10
white,5,6.2,0.47,0.21,3.14,0.46,9.2
white,5,6.1,0.25,0.24,3.35,0.45,9.5
white,6,8.2,0.27,0.43,3.1,0.5,12.3
white,6,8.2,0.27,0.43,3.1,0.5,12.3
white,5,6.4,0.31,0.39,3.32,0.43,10
white,6,6,0.39,0.26,3.41,0.5,10.8
white,7,6.2,0.21,0.27,3.49,0.71,10.5
white,6,7.7,0.42,0.31,3.06,0.61,9.2
white,5,7,0.27,0.41,2.96,0.5,9.1
white,7,6.2,0.21,0.27,3.49,0.71,10.5
white,7,7.4,0.29,0.5,3.45,0.5,10.2
white,5,6.6,0.29,0.44,3.02,0.45,8.9
white,5,6,0.3,0.44,3.5,0.52,10.4
white,6,6.9,0.31,0.34,3.37,0.47,11.7
white,8,6.6,0.33,0.31,3.26,0.44,12.4
white,7,7.8,0.3,0.4,3.14,0.39,10.9
white,5,6.4,0.39,0.21,3.15,0.46,10.2
white,7,6.4,0.24,0.31,3.37,0.66,11.7
white,5,7,0.21,0.34,2.99,0.59,9.4
white,5,6.4,0.16,0.31,3.35,0.47,10.5
white,5,6,0.33,0.27,3.12,0.62,9.4
white,6,6.5,0.23,0.33,3.35,0.56,10.4
white,6,6.2,0.25,0.48,3.25,0.47,9.5
white,7,8.8,0.28,0.45,3.01,0.33,11.1
white,6,6.6,0.25,0.3,3.02,0.5,9.1
white,5,6.9,0.38,0.25,3.28,0.61,9.2
white,6,6.4,0.25,0.3,3.14,0.49,9.6
white,6,6.6,0.25,0.3,3.02,0.5,9.1
white,5,6.9,0.38,0.25,3.28,0.61,9.2
white,7,7.1,0.21,0.31,3.17,0.39,10.8
white,6,6.4,0.25,0.3,3.14,0.49,9.6
white,3,6.9,0.39,0.4,3.31,0.37,12.6
white,6,5.8,0.2,0.3,3.44,0.55,11
white,6,7,0.2,0.37,3.28,0.61,10.2
white,5,5.9,0.26,0.25,3.33,0.43,9.4
white,5,7.4,0.38,0.27,3.17,0.43,10
white,6,7.4,0.2,1.66,3.26,0.55,12.2
white,6,7,0.21,0.34,3.22,0.56,10.5
white,6,7.2,0.29,0.4,3.04,0.32,11.5
white,6,6.9,0.18,0.38,3.3,0.54,9.8
white,6,7.3,0.3,0.42,3.04,0.32,11.4
white,6,7.2,0.29,0.4,3.04,0.32,11.5
white,6,6.9,0.2,0.5,3.15,0.55,10.2
white,6,6.7,0.2,0.42,3.16,0.5,9.4
white,6,7,0.21,0.34,3.22,0.56,10.5
white,5,5.9,0.35,0.47,3.09,0.5,9.1
white,7,7.1,0.28,0.44,3.25,0.48,12.2
white,5,5.8,0.25,0.28,3.42,0.43,9.5
white,6,6.8,0.22,0.37,3.4,0.85,9.3
white,7,7.1,0.14,0.4,3.3,0.96,9.8
white,7,7.1,0.13,0.4,3.3,0.97,9.8
white,6,6.9,0.18,0.38,3.3,0.54,9.8
white,6,7,0.2,0.38,3.3,0.54,9.8
white,5,6.8,0.24,0.49,3,0.56,8.7
white,6,5,0.44,0.04,3.37,0.57,10.2
white,6,6.3,0.3,0.28,3.22,0.69,9.5
white,6,7.2,0.27,0.42,2.94,0.46,11
white,5,6.7,0.5,0.63,3.08,0.44,9.2
white,6,6.8,0.2,0.36,3.21,0.6,10.9
white,7,6.7,0.11,0.34,3.42,0.4,9.3
white,7,6.7,0.11,0.34,3.42,0.4,9.3
white,7,6.8,0.12,0.31,3.41,0.46,9.8
white,7,6.6,0.16,0.57,3.12,0.39,9.3
white,7,6.6,0.21,0.6,3.12,0.39,9.3
white,5,6.1,0.27,0.3,3.4,0.45,9.4
white,9,9.1,0.27,0.45,3.2,0.46,10.4
white,6,6.4,0.225,0.48,3.24,0.58,12.1
white,6,8.3,0.14,0.45,3.02,0.56,11
white,5,7.2,0.23,0.19,3.12,0.53,9
white,7,6.9,0.22,0.37,3.37,0.82,9.5
white,8,8.1,0.17,0.44,3.28,0.75,8.8
white,4,6,0.395,0,3.37,0.38,11.2
white,6,7.8,0.29,0.22,3.08,0.61,9.3
white,7,6.9,0.22,0.37,3.37,0.82,9.5
white,8,8.1,0.17,0.44,3.28,0.75,8.8
white,5,7.2,0.23,0.19,3.12,0.53,9
white,6,7.6,0.3,0.27,3.27,0.3,9.3
white,6,7.7,0.34,0.28,3.27,0.29,9.2
white,6,7.7,0.34,0.28,3.27,0.29,9.2
white,7,5.8,0.34,0.16,3.46,0.45,10
white,6,7.6,0.3,0.27,3.27,0.3,9.3
white,6,7.7,0.34,0.28,3.27,0.29,9.2
white,7,5.9,0.24,0.3,3.39,0.69,10.9
white,5,6.4,0.46,0.08,3.1,0.56,10
white,7,5.9,0.24,0.3,3.39,0.69,10.9
white,5,7.4,0.32,0.27,3.03,0.52,9.3
white,5,7.2,0.31,0.26,3.09,0.43,9
white,6,7.8,0.42,0.23,3.02,0.58,9.2
white,6,6.9,0.24,0.33,3.28,0.77,9.6
white,6,5.4,0.18,0.24,3.42,0.4,9.4
white,8,6,0.18,0.31,3.34,0.58,11.1
white,6,7.8,0.27,0.58,3.06,0.41,8.9
white,5,6,0.28,0.49,3.19,0.47,9.3
white,5,6.8,0.39,0.35,3.07,0.53,9.3
white,7,6.6,0.21,0.31,3.41,0.44,9.8
white,6,7.3,0.32,0.34,3.22,0.46,9.8
white,6,7.8,0.27,0.58,3.06,0.41,8.9
white,5,6.4,0.31,0.26,3.17,0.41,9.6
white,6,6.2,0.29,0.26,3.16,0.41,9.6
white,6,6,0.39,0.17,3.15,0.38,9
white,6,6.2,0.3,0.26,3.17,0.43,9.5
white,5,6,0.28,0.49,3.19,0.47,9.3
white,6,6,0.41,0.05,3.21,0.56,9.2
white,7,6.4,0.35,0.28,3.42,0.5,9.1
white,6,6.5,0.26,0.32,3.38,0.46,9.5
white,6,7.9,0.35,0.24,3.03,0.59,10.5
white,5,6.2,0.3,0.17,3.01,0.46,9
white,5,8.4,0.18,0.42,3.16,0.52,11.7
white,5,6.6,0.56,0.22,3.2,0.51,9.1
white,5,6.2,0.3,0.17,3.01,0.46,9
white,5,6.6,0.56,0.22,3.2,0.51,9.1
white,9,6.6,0.36,0.29,3.41,0.61,12.4
white,6,7.3,0.655,0.2,2.96,0.58,9.2
white,5,6.8,0.18,0.21,3.3,0.43,9.4
white,6,6.7,0.19,0.23,3.34,0.43,9.6
white,5,8.4,0.18,0.42,3.16,0.52,11.7
white,6,7,0.21,0.37,3.26,0.56,9.8
white,6,6.8,0.25,0.38,3.33,0.59,10.2
white,9,7.4,0.24,0.36,3.28,0.48,12.5
white,7,7.1,0.16,0.36,3.16,0.44,10.9
white,7,7.1,0.16,0.36,3.16,0.42,11
white,6,7.3,0.205,0.31,3.72,0.69,10.5
white,4,7.4,0.17,0.4,3.05,0.62,11.5
white,8,7.3,0.3,0.34,3.36,0.53,12.8
white,6,6.9,0.25,0.34,3.18,0.44,12.2
white,6,7.3,0.205,0.31,3.72,0.69,10.5
white,8,7.5,0.42,0.34,3.14,0.45,12.8
white,8,7.3,0.25,0.36,3.25,0.4,11.9
white,8,7.3,0.25,0.36,3.25,0.4,11.9
white,8,7.3,0.25,0.36,3.25,0.4,11.9
white,7,7.5,0.34,0.35,3.16,0.39,12
white,7,7.6,0.33,0.35,3.16,0.39,12
white,7,8.7,0.23,0.32,3.12,0.47,8.8
white,7,8.7,0.23,0.32,3.12,0.47,8.8
white,7,6.9,0.19,0.35,3.21,0.54,10.8
white,8,7.3,0.21,0.29,3.3,0.5,11
white,8,7.3,0.21,0.29,3.3,0.5,11
white,5,6.6,0.22,0.37,3.02,0.4,9.3
white,5,9.2,0.34,0.27,3.08,0.39,10.8
white,7,8.7,0.23,0.32,3.12,0.47,8.8
white,6,6,0.2,0.24,3.31,0.47,11.5
white,7,6.9,0.19,0.35,3.21,0.54,10.8
white,5,8.2,0.38,0.49,3.1,0.54,9.4
white,7,6.9,0.18,0.36,3.27,0.95,9.5
white,5,7.7,0.34,0.58,3.06,0.49,8.6
white,7,6.9,0.18,0.36,3.27,0.95,9.5
white,7,7.4,0.2,0.35,3.49,0.77,10.3
white,5,8.2,0.38,0.49,3.1,0.54,9.4
white,5,8.2,0.4,0.48,3.1,0.52,9.4
white,7,6.7,0.22,0.39,3.17,0.54,10
white,5,6.6,0.3,0.3,3.18,0.47,9.4
white,8,8.1,0.27,0.35,3.22,0.63,10.4
white,7,7.3,0.25,0.42,3.29,0.75,9.1
white,6,4.8,0.34,0,3.36,0.61,9.9
white,6,6.2,0.28,0.33,3.24,0.5,12.1
white,5,4.8,0.33,0,3.35,0.61,9.9
white,6,6.1,0.27,0.33,3.12,0.3,12.5
white,7,6.9,0.18,0.36,3.27,0.95,9.5
white,8,7.8,0.18,0.46,3.24,0.76,8.5
white,7,7.3,0.28,0.42,3.28,0.82,9
white,6,7.3,0.24,0.29,3.19,0.7,10.1
white,5,6,0.45,0.65,3.04,0.48,9.4
white,5,7.7,0.34,0.58,3.06,0.49,8.6
white,6,6.3,0.26,0.21,3.06,0.34,10.7
white,3,10.3,0.17,0.47,2.89,0.28,9.6
white,5,7.7,0.15,0.29,3.35,0.39,10.1
white,7,7.1,0.21,0.32,3.2,0.57,10
white,9,6.9,0.36,0.34,3.28,0.36,12.7
white,6,6,0.28,0.34,3.19,0.38,10.2
white,6,6.2,0.16,0.54,3.23,0.37,8.9
white,8,6.9,0.12,0.36,3.41,0.82,11.9
white,7,7.1,0.21,0.32,3.2,0.57,10
white,6,8.8,0.36,0.44,3.19,0.48,9.9
white,6,7.4,0.26,0.43,3.13,0.55,11.5
white,6,7.4,0.26,0.43,3.13,0.55,11.5
white,6,6.8,0.23,0.29,3.35,0.52,9.8
white,7,6.1,0.34,0.27,3.4,0.67,12.2
white,6,7.3,0.26,0.31,3.19,0.51,11.4
white,7,6.5,0.3,0.32,3.37,0.68,11
white,6,7.3,0.26,0.31,3.19,0.51,11.4
white,7,6.5,0.3,0.32,3.37,0.68,11
white,6,5,0.31,0,3.3,0.63,9.9
white,7,5.8,0.26,0.18,3.42,0.4,11
white,5,5.9,0.26,0.3,3.58,0.48,9.4
white,7,7,0.31,0.29,3.12,0.36,12.2
white,7,5.8,0.26,0.18,3.42,0.4,11
white,6,5.6,0.19,0.39,3.23,0.53,10.3
white,6,6.8,0.18,0.28,3.22,0.53,10.5
white,6,7,0.29,0.26,3.08,0.46,10.5
white,6,6.6,0.26,0.29,3.05,0.49,10.9
white,6,6.8,0.18,0.28,3.22,0.53,10.5
white,7,6.6,0.2,0.38,3.32,0.56,11
white,6,8,0.29,0.29,3.25,0.37,9.7
white,5,6.1,0.28,0.35,3.08,0.4,8.9
white,6,5.9,0.31,0.3,3.2,0.39,9.6
white,8,6.9,0.21,0.28,3.02,0.47,8.8
white,4,8.4,0.19,0.42,3.06,0.65,11.1
white,4,8.3,0.27,0.45,3.08,0.61,10.3
white,8,7.1,0.25,0.39,3.28,0.43,12.2
white,4,8,0.23,0.37,3.32,0.47,9.8
white,5,7.5,0.24,0.31,3.08,0.53,8.8
white,5,6.3,0.33,0.2,3.15,0.63,9.9
white,5,6.2,0.33,0.19,3.15,0.63,9.9
white,5,6.3,0.34,0.19,3.15,0.63,9.9
white,5,5.8,0.29,0.05,3.36,0.35,9.2
white,4,8,0.32,0.26,3.24,0.37,9.5
white,5,5.6,0.29,0.05,3.36,0.35,9.2
white,7,7.4,0.13,0.39,3.36,0.56,10.3
white,6,7.7,0.3,0.32,2.93,0.33,11
white,6,7,0.24,0.34,3.06,0.39,11.9
white,7,8.6,0.18,0.4,2.94,0.32,10.2
white,7,7,0.11,0.32,3.55,0.44,9.4
white,6,7.7,0.32,0.62,3.13,0.44,8.9
white,6,7.7,0.32,0.62,3.13,0.44,8.9
white,6,6.5,0.26,0.27,3.17,0.43,10
white,8,7.9,0.28,0.41,3.45,0.49,10.7
white,5,6.3,0.27,0.23,3.28,0.43,9.8
white,5,5.4,0.595,0.1,3.36,0.38,9.3
white,7,6.7,0.25,0.33,3.02,0.48,9.5
white,5,6.5,0.25,0.35,3.58,0.47,10
white,5,6.1,0.36,0.58,3.15,0.51,9
white,7,7.7,0.17,0.52,3.14,0.4,11.9
white,5,6.4,0.26,0.43,3.08,0.38,8.9
white,6,6.5,0.26,0.28,3.18,0.41,10
white,5,5.9,0.29,0.33,3.26,0.41,9.6
white,5,6.2,0.28,0.43,3.08,0.38,8.9
white,5,6.1,0.27,0.44,3.12,0.4,8.9
white,5,6.4,0.43,0.32,3.08,0.41,11.4
white,5,6.1,0.36,0.58,3.15,0.51,9
white,6,6.2,0.35,0.29,3.36,0.55,10
white,7,7.7,0.24,0.29,3.06,0.47,9.6
white,5,6.2,0.34,0.28,3.14,0.6,9.7
white,6,6.3,0.27,0.46,3.25,0.53,9.5
white,7,5.4,0.415,0.19,3.54,0.41,10
white,7,6.9,0.48,0.36,3.14,0.38,12.2
white,7,6.5,0.18,0.33,3.28,0.44,8.7
white,7,6.7,0.15,0.29,3.52,0.44,10.2
white,5,8.2,0.345,1,2.96,0.43,9.6
white,5,8.5,0.16,0.35,2.96,0.36,10
white,4,6.8,0.705,0.25,3.36,0.52,9.5
white,5,7.3,0.25,0.39,3.18,0.46,11.5
white,5,7.6,0.345,0.26,3.08,0.38,9.5
white,6,7.6,0.22,0.34,3.08,0.49,9.8
white,6,6.5,0.17,0.33,3.23,0.55,10.1
white,5,8.2,0.23,0.37,2.99,0.36,10
white,6,7.6,0.22,0.34,3.08,0.49,9.8
white,5,7.6,0.345,0.26,3.08,0.38,9.5
white,5,7.5,0.32,0.26,3.07,0.38,9.5
white,7,6.6,0.23,0.32,3.39,0.54,10.2
white,7,6.6,0.2,0.32,3.39,0.54,10.2
white,6,7.3,0.24,0.34,3.03,0.42,9
white,6,7.3,0.24,0.34,3.03,0.42,9
white,7,8,0.42,0.36,3.13,0.57,12.3
white,6,7.3,0.24,0.34,3.03,0.42,9
white,6,6.1,0.19,0.25,3.37,0.51,11.6
white,6,5.9,0.26,0.21,3.28,0.43,9.5
white,5,8.3,0.23,0.43,3.15,0.36,11.5
white,6,6.5,0.34,0.28,3.13,0.37,9.6
white,6,6.8,0.22,0.35,3.24,0.42,9
white,7,6.5,0.08,0.33,3.34,0.7,12
white,7,5.5,0.42,0.09,3.33,0.51,11.4
white,7,5.1,0.42,0.01,3.38,0.36,12.3
white,7,6,0.27,0.19,3.32,0.47,12.6
white,6,6.8,0.22,0.35,3.24,0.42,9
white,7,6.5,0.08,0.33,3.34,0.7,12
white,6,7.1,0.13,0.38,3.32,0.9,11.7
white,5,7.6,0.3,0.25,3.12,0.49,9.2
white,6,6.6,0.13,0.3,3.51,0.45,10.3
white,5,6.5,0.14,0.33,3.25,0.49,8.6
white,7,7.7,0.28,0.33,3.39,0.62,10.7
white,5,6,0.2,0.71,3.12,0.47,9.8
white,6,6,0.19,0.71,3.12,0.46,9.8
white,7,7.7,0.28,0.33,3.39,0.62,10.7
white,6,5.1,0.39,0.21,3.5,0.45,12.5
white,6,5.7,0.36,0.34,3.41,0.45,11.9
white,5,6.9,0.19,0.33,3.44,0.52,10.8
white,6,6,0.41,0.21,3.42,0.52,10.5
white,6,7.4,0.28,0.3,3.12,0.48,10.3
white,6,7.4,0.3,0.3,3.12,0.45,10.3
white,5,6.9,0.19,0.33,3.44,0.52,10.8
white,7,7.7,0.28,0.39,3.06,0.38,12
white,6,8.6,0.16,0.38,2.95,0.39,10.2
white,4,8.2,0.26,0.44,3.14,0.62,10.2
white,5,6.5,0.25,0.27,3.19,0.39,9.9
white,4,7,0.24,0.18,3.38,0.47,10.1
white,6,8.6,0.18,0.36,3.25,0.55,9.5
white,6,7.8,0.27,0.34,3.05,0.45,10.5
white,5,6,0.26,0.34,3.29,0.63,10.4
white,6,6.1,0.24,0.27,3.31,0.47,9.5
white,6,8,0.24,0.3,3.05,0.5,9.2
white,7,7.6,0.21,0.6,3.05,0.54,10.1
white,7,8,0.19,0.36,3.15,0.45,9.8
white,5,6.4,0.28,0.41,3.09,0.46,9.4
white,6,6.4,0.28,0.43,3.09,0.45,9.4
white,7,6.9,0.24,0.39,3.31,0.48,10.4
white,6,5.8,0.36,0.26,3.34,0.55,11.3
white,6,6.6,0.18,0.28,3.42,0.64,10.8
white,6,5.8,0.36,0.26,3.34,0.55,11.3
white,5,5.1,0.52,0.06,3.32,0.43,9.3
white,7,6.6,0.22,0.37,3.37,0.55,10.3
white,6,8.3,0.15,0.39,3.08,0.39,10.5
white,6,7.6,0.16,0.44,3.11,0.75,10.3
white,7,7.7,0.16,0.41,3.24,0.66,11.2
white,6,8.3,0.16,0.48,3.15,0.41,10.3
white,5,6.2,0.25,0.47,3.19,0.5,9.5
